Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,"ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>CV (%)</b>",NOT SPECIFIED  -  <b>VALUE</b>,NOT SPECIFIED  -  <b>CV (%)</b>
SURVEY,2006,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,800,000",
SURVEY,2006,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,
SURVEY,2006,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"34,200",,,,,,,,"14,500",,,,"6,300",,,,,,,,"2,000",,,,,,"1,200",,,,,
SURVEY,2006,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,200",
SURVEY,2006,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2006,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,000",
SURVEY,2006,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,
SURVEY,2006,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2006,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,
SURVEY,2006,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,940,000",,,,,,,,"1,400,000",,,,"450,000",,,,,,,,"400,000",,,,,,"700,000",,,,,
SURVEY,2006,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,890,000",
SURVEY,2006,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,
SURVEY,2006,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"18,400",,,,,,,,"4,400",,,,650,,,,,,,,400,,,,,,750,,,,,
SURVEY,2006,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,600",
SURVEY,2006,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,800,000",,,,,,,,"10,000,000",,,,"13,000,000",,,,,,,,"8,900,000",,,,,,"9,000,000",,,,,
SURVEY,2006,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,700,000",
SURVEY,2006,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,396",
SURVEY,2006,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"8,300",,,,,,,,"12,300",,,,"6,100",,,,,,,,"2,900",,,,,,"1,700",,,,,
SURVEY,2006,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,300",
SURVEY,2006,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"4,200,000",,,,,,,,"3,500,000",,,,"920,000",,,,,,,,"980,000",,,,,,"1,500,000",,,,,
SURVEY,2006,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,100,000",
SURVEY,2006,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,
SURVEY,2006,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"59,500",,,,,,,,"17,500",,,,"1,950",,,,,,,,"1,200",,,,,,850,,,,,
SURVEY,2006,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,000",
SURVEY,2006,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"20,100,000",,,,,,,,"45,600,000",,,,"23,500,000",,,,,,,,"16,800,000",,,,,,"23,700,000",,,,,
SURVEY,2006,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129,700,000",
SURVEY,2006,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,
SURVEY,2006,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"156,600",,,,,,,,"56,500",,,,"8,200",,,,,,,,"4,800",,,,,,"3,900",,,,,
SURVEY,2006,YEAR,,STATE,TEXAS,48,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230,000",
SURVEY,2006,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"850,000",,,,,,,,"2,250,000",,,,"1,500,000",,,,,,,,"1,900,000",,,,,,"4,800,000",,,,,
SURVEY,2006,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,300,000",
SURVEY,2006,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,
SURVEY,2006,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"9,400",,,,,,,,"4,100",,,,760,,,,,,,,460,,,,,,380,,,,,
SURVEY,2006,YEAR,,STATE,UTAH,49,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,100",
SURVEY,2006,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"390,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2006,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,250,000",
SURVEY,2006,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,
SURVEY,2006,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"3,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2006,YEAR,,STATE,VERMONT,50,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,300",
SURVEY,2006,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,600,000",,,,,,,,"3,000,000",,,,"1,000,000",,,,,,,,"700,000",,,,,,"900,000",,,,,
SURVEY,2006,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,200,000",
SURVEY,2006,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,
SURVEY,2006,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"30,100",,,,,,,,"12,900",,,,"1,700",,,,,,,,"1,000",,,,,,"1,100",,,,,
SURVEY,2006,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,800",
SURVEY,2006,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,000,000",,,,,,,,"2,600,000",,,,"3,200,000",,,,,,,,"2,500,000",,,,,,"5,700,000",,,,,
SURVEY,2006,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000",
SURVEY,2006,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,
SURVEY,2006,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"18,700",,,,,,,,"8,500",,,,"2,900",,,,,,,,"1,700",,,,,,"2,200",,,,,
SURVEY,2006,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,000",
SURVEY,2006,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2006,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,600,000",
SURVEY,2006,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,
SURVEY,2006,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"17,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2006,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,200",
SURVEY,2006,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,800,000",,,,,,,,"3,600,000",,,,"3,300,000",,,,,,,,"2,700,000",,,,,,"2,900,000",,,,,
SURVEY,2006,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,300,000",
SURVEY,2006,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,
SURVEY,2006,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"36,200",,,,,,,,"21,300",,,,"11,600",,,,,,,,"4,300",,,,,,"2,600",,,,,
SURVEY,2006,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,000",
SURVEY,2006,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2006,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,600,000",
SURVEY,2006,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,473",
SURVEY,2006,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"3,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2006,YEAR,,STATE,WYOMING,56,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,100",
SURVEY,2005,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"117,850,000",,,,,,,,"258,230,000",,,,"189,106,000",,,,,,,,"148,226,000",,,,,,"214,528,000",,,,,
SURVEY,2005,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"927,940,000",
SURVEY,2005,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",ECONOMIC CLASS,67,,,,"3,134",,,,277,,,,,,"1,132",,110,,468,,,,"1,652",,156,,615,,,,"2,347",,,
SURVEY,2005,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,
SURVEY,2005,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"1,166,320",,,,,,,,"596,040",,,,"167,080",,,,,,,,"89,840",,,,,,"79,410",,,,,
SURVEY,2005,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,098,690",
SURVEY,2005,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,100,000",,,,,,,,"3,000,000",,,,"800,000",,,,,,,,"700,000",,,,,,"1,200,000",,,,,
SURVEY,2005,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,800,000",
SURVEY,2005,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,
SURVEY,2005,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"29,500",,,,,,,,"9,200",,,,"1,400",,,,,,,,"1,400",,,,,,"2,000",,,,,
SURVEY,2005,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,500",
SURVEY,2005,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2005,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900,000",
SURVEY,2005,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,406",
SURVEY,2005,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2005,YEAR,,STATE,ALASKA,2,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,
SURVEY,2005,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"550,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2005,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,250,000",
SURVEY,2005,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,599",
SURVEY,2005,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"7,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2005,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,100",
SURVEY,2005,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,700,000",,,,,,,,"3,300,000",,,,"1,700,000",,,,,,,,"2,200,000",,,,,,"4,300,000",,,,,
SURVEY,2005,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,200,000",
SURVEY,2005,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,
SURVEY,2005,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"26,200",,,,,,,,"11,400",,,,"3,200",,,,,,,,"3,300",,,,,,"2,900",,,,,
SURVEY,2005,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,000",
SURVEY,2005,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,800,000",,,,,,,,"5,700,000",,,,"3,800,000",,,,,,,,"3,200,000",,,,,,"11,400,000",,,,,
SURVEY,2005,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,900,000",
SURVEY,2005,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,
SURVEY,2005,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"31,500",,,,,,,,"25,000",,,,"7,200",,,,,,,,"4,300",,,,,,"8,500",,,,,
SURVEY,2005,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,500",
SURVEY,2005,YEAR,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,900,000",,,,,,,,"10,400,000",,,,"6,800,000",,,,,,,,"4,700,000",,,,,,"6,300,000",,,,,
SURVEY,2005,YEAR,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,100,000",
SURVEY,2005,YEAR,,STATE,COLORADO,8,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,020",
